Seq,Phylum,Class,Order,Family,Genus
DH_22975,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_23005,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_23154,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_23167,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_23255,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_23288,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_23341,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_23459,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_23492,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_23632,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_23688,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_23727,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_23732,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_23806,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_23873,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_24042,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_24064,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_24090,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_24289,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_24331,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_24334,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_24338,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_24403,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_24439,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_24571,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_24759,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_24804,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_24899,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_24985,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_25052,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_25158,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_25162,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_25360,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_25513,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_25531,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_25622,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_25628,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_25705,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_25730,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_25767,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_25832,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_25931,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_25967,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_25987,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_26328,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_26438,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_26669,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_27107,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_27124,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_27160,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_27309,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_27333,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_27579,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_27651,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_27708,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_27753,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_27816,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_27829,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_27988,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_28343,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_28420,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_28584,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_29165,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_29198,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_29278,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_29437,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_29490,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_29526,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_29550,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_29551,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_29557,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_29575,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_29578,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_29635,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_29667,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_29697,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_29700,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_29730,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_29770,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_29848,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_29849,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_29860,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_29897,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_29969,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_29987,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_30063,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_30111,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_30117,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_30149,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_30153,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_30204,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_30261,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_30277,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_30288,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_30308,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_30329,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_30403,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_30433,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_30507,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_30536,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_30595,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_30674,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_30684,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_30695,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_30814,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_30883,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_30944,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_30959,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_31026,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_31027,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_31102,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_31112,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_31146,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_31153,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_31163,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_31200,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_31244,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_31468,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_31679,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_31790,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_31816,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_31948,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_31976,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_32069,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_32108,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_32204,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_32351,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_32360,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_32614,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_32624,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_32970,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_33020,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_33088,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_33104,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_33312,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_33426,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_33462,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_33595,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_33643,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_33676,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_33774,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_33823,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_33832,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_33840,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_33847,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_33849,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_34110,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_34133,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_34173,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_34487,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_34566,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_34597,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_34630,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_34661,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_34679,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_34701,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_34702,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_34720,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_34749,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_34754,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_34779,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_34792,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_34819,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_34832,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_34833,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_34846,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_34858,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_34884,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_34907,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_34949,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_34956,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_34969,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_35026,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_35048,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_35055,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_35064,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_35078,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_35085,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_35088,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_35136,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_35159,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_35238,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_35271,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_35273,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_35280,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_35309,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_35331,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_35332,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_35338,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_35371,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_35383,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_35412,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_35431,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_35442,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_35513,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_35515,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_35525,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_35533,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_35539,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_35548,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_35572,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA
DH_240,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae
DH_456,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae
DH_604,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae
DH_766,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae
DH_1286,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae
DH_1294,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae
DH_1966,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae
DH_2008,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae
DH_2053,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae
DH_2311,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae
DH_3656,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae
DH_7257,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae
DH_7358,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae
DH_8854,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae
DH_14204,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae
DH_14306,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae
DH_18061,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae
DH_24466,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae
DH_30900,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae
DH_259,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_591,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,NA
DH_787,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_839,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_1421,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_1595,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,NA
DH_1804,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_1824,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_2012,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_2798,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae
DH_2972,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae
DH_3015,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae
DH_3155,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_3195,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_3348,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_3939,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_4556,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,NA
DH_5055,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_5359,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,NA
DH_6564,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_6604,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_6660,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_6702,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_7545,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae
DH_9081,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_9420,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_11548,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_12117,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae
DH_17103,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_18794,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_18849,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_19244,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_19246,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_19268,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_19322,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae
DH_19385,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_19484,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_19902,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_19985,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_20144,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_20520,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_20712,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_21104,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae
DH_21219,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae
DH_22221,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae
DH_24948,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae
DH_30759,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_32450,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
DH_16712,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae
DH_30316,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae
DH_1437,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_1858,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,LK-44f
DH_1880,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,NA
DH_1894,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_2017,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,LK-44f
DH_2233,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,NA
DH_2255,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,LK-44f
DH_2362,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_2504,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_2604,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_2624,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_2783,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_2983,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_2993,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_3162,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_3166,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,NA
DH_3221,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_3259,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,NK-L14
DH_3279,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_3307,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,NK-L14
DH_3308,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_3330,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_3605,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,NA
DH_3607,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_3893,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_4021,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_4095,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_4324,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_4582,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,NA
DH_5300,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_5307,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,NA
DH_5493,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,NA
DH_5667,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_6042,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,NK-L14
DH_6369,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_6973,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_7134,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_7183,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_7371,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_7812,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,LK-44f
DH_8607,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_8762,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_8765,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_11152,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_11515,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_11516,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_11554,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_11760,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_12561,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,NK-L14
DH_13155,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,NA
DH_13231,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_15963,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,NA
DH_16023,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_16075,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8
DH_16750,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,NA
DH_17919,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,LK-44f
DH_19633,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,LK-44f
